Manganese (II) Perchlorate	Mn(ClO4)2
Manganese (II) Bromate	Mn(BrO3)2
Manganese (II) Iodate	Mn(IO3)2
Manganese (II) Periodate	Mn(IO4)2
Manganese (II) Acetate	Mn(C2H3O2)2
Manganese (II) Dihydrogen Phosphate	Mn(H2PO4)2
Manganese (II) Carbonate	MnCO3
Manganese (II) Sulfite	MnSO3
Manganese (II) Sulfate	MnSO4
Manganese (II) Thiosulfate	MnS2O3
Manganese (II) Peroxide	MnO2
Manganese (II) Chromate	MnCrO4
Manganese (II) Dichromate	MnCr2O7
Manganese (II) Hydrogen Phosphate	MnHPO4
Manganese (II) Phosphate	Mn3(PO4)2
Manganese (II) Arsenate	Mn3(AsO4)2
Manganese (II) Nitride	Mn3N2
Manganese (II) Phosphide	Mn3P2
Manganese (II) Arsenide	Mn3As2
Manganese (II) Oxide	MnO
Manganese (II) Sulfide	MnS
Manganese (II) Selenide	MnSe
Manganese (II) Telluride	MnTe
Manganese (II) Fluoride	MnF2
Manganese (II) Chloride	MnCl2
Manganese (II) Bromide	MnBr2
Manganese (II) Iodide	MnI2
Manganese (III) Nitrite	Mn(NO2)3
Manganese (III) Nitrate	Mn(NO3)3
Manganese (III) Hydrogen Sulfate	Mn(HSO4)3
Manganese (III) Hydroxide	Mn(OH)3
Manganese (III) Cyanide	Mn(CN)3
Manganese (III) Permanganate	Mn(MnO4)3
Manganese (III) Hydrogen Carbonate	Mn(HCO3)3
Manganese (III) Hypochlorite	Mn(ClO)3
Manganese (III) Chlorite	Mn(ClO2)3
Manganese (III) Chlorate	Mn(ClO3)3
Manganese (III) Perchlorate	Mn(ClO4)3
Manganese (III) Bromate	Mn(BrO3)3
Manganese (III) Iodate	Mn(IO3)3
Manganese (III) Periodate	Mn(IO4)3
Manganese (III) Acetate	Mn(C2H3O2)3
Manganese (III) Dihydrogen Phosphate	Mn(H2PO4)3
Manganese (III) Carbonate	Mn2(CO3)3
Manganese (III) Sulfite	Mn2(SO3)3
Manganese (III) Sulfate	Mn2(SO4)3
Manganese (III) Thiosulfate	Mn2(S2O3)3
Manganese (III) Peroxide	Mn2(O2)3
Manganese (III) Chromate	Mn2(CrO4)3
Manganese (III) Dichromate	Mn2(Cr2O7)3
Manganese (III) Hydrogen Phosphate	Mn2(HPO4)3
Manganese (III) Phosphate	MnPO4
Manganese (III) Arsenate	MnAsO4
Manganese (III) Nitride	MnN
Manganese (III) Phosphide	MnP
Manganese (III) Arsenide	MnAs
Manganese (III) Oxide	Mn2O3
Manganese (III) Sulfide	Mn2S3
Manganese (III) Selenide	Mn2Se3
Manganese (III) Telluride	Mn2Te3
Manganese (III) Fluoride	MnF3
Manganese (III) Chloride	MnCl3
Manganese (III) Bromide	MnBr3
Manganese (III) Iodide	MnI3
Technetium (II) Nitrite	Tc(NO2)2
Technetium (II) Nitrate	Tc(NO3)2
Technetium (II) Hydrogen Sulfate	Tc(HSO4)2
Technetium (II) Hydroxide	Tc(OH)2
Technetium (II) Cyanide	Tc(CN)2
Technetium (II) Permanganate	Tc(MnO4)2
Technetium (II) Hydrogen Carbonate	Tc(HCO3)2
Technetium (II) Hypochlorite	Tc(ClO)2
Technetium (II) Chlorite	Tc(ClO2)2
Technetium (II) Chlorate	Tc(ClO3)2
Technetium (II) Perchlorate	Tc(ClO4)2
Technetium (II) Bromate	Tc(BrO3)2
Technetium (II) Iodate	Tc(IO3)2
Technetium (II) Periodate	Tc(IO4)2
Technetium (II) Acetate	Tc(C2H3O2)2
Technetium (II) Dihydrogen Phosphate	Tc(H2PO4)2
Technetium (II) Carbonate	TcCO3
Technetium (II) Sulfite	TcSO3
Technetium (II) Sulfate	TcSO4
Technetium (II) Thiosulfate	TcS2O3
Technetium (II) Peroxide	TcO2
Technetium (II) Chromate	TcCrO4
Technetium (II) Dichromate	TcCr2O7
Technetium (II) Hydrogen Phosphate	TcHPO4
Technetium (II) Phosphate	Tc3(PO4)2
Technetium (II) Arsenate	Tc3(AsO4)2
Technetium (II) Nitride	Tc3N2
Technetium (II) Phosphide	Tc3P2
Technetium (II) Arsenide	Tc3As2
Technetium (II) Oxide	TcO
Technetium (II) Sulfide	TcS
Technetium (II) Selenide	TcSe
Technetium (II) Telluride	TcTe
Technetium (II) Fluoride	TcF2
Technetium (II) Chloride	TcCl2
Technetium (II) Bromide	TcBr2
Technetium (II) Iodide	TcI2
Iron (II) Nitrite	Fe(NO2)2
Iron (II) Nitrate	Fe(NO3)2
Iron (II) Hydrogen Sulfate	Fe(HSO4)2
Iron (II) Hydroxide	Fe(OH)2
Iron (II) Cyanide	Fe(CN)2
Iron (II) Permanganate	Fe(MnO4)2
Iron (II) Hydrogen Carbonate	Fe(HCO3)2
Iron (II) Hypochlorite	Fe(ClO)2
Iron (II) Chlorite	Fe(ClO2)2
Iron (II) Chlorate	Fe(ClO3)2
Iron (II) Perchlorate	Fe(ClO4)2
Iron (II) Bromate	Fe(BrO3)2
Iron (II) Iodate	Fe(IO3)2
Iron (II) Periodate	Fe(IO4)2
Iron (II) Acetate	Fe(C2H3O2)2
Iron (II) Dihydrogen Phosphate	Fe(H2PO4)2
Iron (II) Carbonate	FeCO3
Iron (II) Sulfite	FeSO3
Iron (II) Sulfate	FeSO4
Iron (II) Thiosulfate	FeS2O3
Iron (II) Peroxide	FeO2
Iron (II) Chromate	FeCrO4
Iron (II) Dichromate	FeCr2O7
Iron (II) Hydrogen Phosphate	FeHPO4
Iron (II) Phosphate	Fe3(PO4)2
Iron (II) Arsenate	Fe3(AsO4)2
Iron (II) Nitride	Fe3N2
Iron (II) Phosphide	Fe3P2
Iron (II) Arsenide	Fe3As2
Iron (II) Oxide	FeO
Iron (II) Sulfide	FeS
Iron (II) Selenide	FeSe
Iron (II) Telluride	FeTe
Iron (II) Fluoride	FeF2
Iron (II) Chloride	FeCl2
Iron (II) Bromide	FeBr2
Iron (II) Iodide	FeI2
Iron (III) Nitrite	Fe(NO2)3
Iron (III) Nitrate	Fe(NO3)3
Iron (III) Hydrogen Sulfate	Fe(HSO4)3
Iron (III) Hydroxide	Fe(OH)3
Iron (III) Cyanide	Fe(CN)3
Iron (III) Permanganate	Fe(MnO4)3
Iron (III) Hydrogen Carbonate	Fe(HCO3)3
Iron (III) Hypochlorite	Fe(ClO)3
Iron (III) Chlorite	Fe(ClO2)3
Iron (III) Chlorate	Fe(ClO3)3
Iron (III) Perchlorate	Fe(ClO4)3
Iron (III) Bromate	Fe(BrO3)3
Iron (III) Iodate	Fe(IO3)3
Iron (III) Periodate	Fe(IO4)3
Iron (III) Acetate	Fe(C2H3O2)3
Iron (III) Dihydrogen Phosphate	Fe(H2PO4)3
Iron (III) Carbonate	Fe2(CO3)3
Iron (III) Sulfite	Fe2(SO3)3
Iron (III) Sulfate	Fe2(SO4)3
Iron (III) Thiosulfate	Fe2(S2O3)3
Iron (III) Peroxide	Fe2(O2)3
Iron (III) Chromate	Fe2(CrO4)3
Iron (III) Dichromate	Fe2(Cr2O7)3
Iron (III) Hydrogen Phosphate	Fe2(HPO4)3
Iron (III) Phosphate	FePO4
Iron (III) Arsenate	FeAsO4
Iron (III) Nitride	FeN
Iron (III) Phosphide	FeP
Iron (III) Arsenide	FeAs
Iron (III) Oxide	Fe2O3
Iron (III) Sulfide	Fe2S3
Iron (III) Selenide	Fe2Se3
Iron (III) Telluride	Fe2Te3
Iron (III) Fluoride	FeF3
Iron (III) Chloride	FeCl3
Iron (III) Bromide	FeBr3
Iron (III) Iodide	FeI3
Cobalt (II) Nitrite	Co(NO2)2
Cobalt (II) Nitrate	Co(NO3)2
Cobalt (II) Hydrogen Sulfate	Co(HSO4)2
Cobalt (II) Hydroxide	Co(OH)2
Cobalt (II) Cyanide	Co(CN)2
Cobalt (II) Permanganate	Co(MnO4)2
Cobalt (II) Hydrogen Carbonate	Co(HCO3)2
Cobalt (II) Hypochlorite	Co(ClO)2
Cobalt (II) Chlorite	Co(ClO2)2
Cobalt (II) Chlorate	Co(ClO3)2
Cobalt (II) Perchlorate	Co(ClO4)2
Cobalt (II) Bromate	Co(BrO3)2
Cobalt (II) Iodate	Co(IO3)2
Cobalt (II) Periodate	Co(IO4)2
Cobalt (II) Acetate	Co(C2H3O2)2
Cobalt (II) Dihydrogen Phosphate	Co(H2PO4)2
Cobalt (II) Carbonate	CoCO3
Cobalt (II) Sulfite	CoSO3
Cobalt (II) Sulfate	CoSO4
Cobalt (II) Thiosulfate	CoS2O3
Cobalt (II) Peroxide	CoO2
Cobalt (II) Chromate	CoCrO4
Cobalt (II) Dichromate	CoCr2O7
Cobalt (II) Hydrogen Phosphate	CoHPO4
Cobalt (II) Phosphate	Co3(PO4)2
Cobalt (II) Arsenate	Co3(AsO4)2
Cobalt (II) Nitride	Co3N2
Cobalt (II) Phosphide	Co3P2
Cobalt (II) Arsenide	Co3As2
Cobalt (II) Oxide	CoO
Cobalt (II) Sulfide	CoS
Cobalt (II) Selenide	CoSe
Cobalt (II) Telluride	CoTe
Cobalt (II) Fluoride	CoF2
Cobalt (II) Chloride	CoCl2
Cobalt (II) Bromide	CoBr2
Cobalt (II) Iodide	CoI2
Cobalt (III) Nitrite	Co(NO2)3
Cobalt (III) Nitrate	Co(NO3)3
Cobalt (III) Hydrogen Sulfate	Co(HSO4)3
Cobalt (III) Hydroxide	Co(OH)3
Cobalt (III) Cyanide	Co(CN)3
Cobalt (III) Permanganate	Co(MnO4)3
Cobalt (III) Hydrogen Carbonate	Co(HCO3)3
Cobalt (III) Hypochlorite	Co(ClO)3
Cobalt (III) Chlorite	Co(ClO2)3
Cobalt (III) Chlorate	Co(ClO3)3
Cobalt (III) Perchlorate	Co(ClO4)3
Cobalt (III) Bromate	Co(BrO3)3
Cobalt (III) Iodate	Co(IO3)3
Cobalt (III) Periodate	Co(IO4)3
Cobalt (III) Acetate	Co(C2H3O2)3
Cobalt (III) Dihydrogen Phosphate	Co(H2PO4)3
Cobalt (III) Carbonate	Co2(CO3)3
Cobalt (III) Sulfite	Co2(SO3)3
Cobalt (III) Sulfate	Co2(SO4)3
Cobalt (III) Thiosulfate	Co2(S2O3)3
Cobalt (III) Peroxide	Co2(O2)3
Cobalt (III) Chromate	Co2(CrO4)3
Cobalt (III) Dichromate	Co2(Cr2O7)3
Cobalt (III) Hydrogen Phosphate	Co2(HPO4)3
Cobalt (III) Phosphate	CoPO4
Cobalt (III) Arsenate	CoAsO4
Cobalt (III) Nitride	CoN
Cobalt (III) Phosphide	CoP
Cobalt (III) Arsenide	CoAs
Cobalt (III) Oxide	Co2O3
Cobalt (III) Sulfide	Co2S3
Cobalt (III) Selenide	Co2Se3
Cobalt (III) Telluride	Co2Te3
Cobalt (III) Fluoride	CoF3
Cobalt (III) Chloride	CoCl3
Cobalt (III) Bromide	CoBr3
Cobalt (III) Iodide	CoI3
Nickel (II) Nitrite	Ni(NO2)2
Nickel (II) Nitrate	Ni(NO3)2
Nickel (II) Hydrogen Sulfate	Ni(HSO4)2
Nickel (II) Hydroxide	Ni(OH)2
Nickel (II) Cyanide	Ni(CN)2
Nickel (II) Permanganate	Ni(MnO4)2
Nickel (II) Hydrogen Carbonate	Ni(HCO3)2
Nickel (II) Hypochlorite	Ni(ClO)2
Nickel (II) Chlorite	Ni(ClO2)2
Nickel (II) Chlorate	Ni(ClO3)2
Nickel (II) Perchlorate	Ni(ClO4)2
Nickel (II) Bromate	Ni(BrO3)2
Nickel (II) Iodate	Ni(IO3)2
Nickel (II) Periodate	Ni(IO4)2
Nickel (II) Acetate	Ni(C2H3O2)2
Nickel (II) Dihydrogen Phosphate	Ni(H2PO4)2
Nickel (II) Carbonate	NiCO3
Nickel (II) Sulfite	NiSO3
Nickel (II) Sulfate	NiSO4
Nickel (II) Thiosulfate	NiS2O3
Nickel (II) Peroxide	NiO2
Nickel (II) Chromate	NiCrO4
Nickel (II) Dichromate	NiCr2O7
Nickel (II) Hydrogen Phosphate	NiHPO4
Nickel (II) Phosphate	Ni3(PO4)2
Nickel (II) Arsenate	Ni3(AsO4)2
Nickel (II) Nitride	Ni3N2
Nickel (II) Phosphide	Ni3P2
Nickel (II) Arsenide	Ni3As2
Nickel (II) Oxide	NiO
Nickel (II) Sulfide	NiS
Nickel (II) Selenide	NiSe
Nickel (II) Telluride	NiTe
Nickel (II) Fluoride	NiF2
Nickel (II) Chloride	NiCl2
Nickel (II) Bromide	NiBr2
Nickel (II) Iodide	NiI2
Palladium (II) Nitrite	Pd(NO2)2
Palladium (II) Nitrate	Pd(NO3)2
Palladium (II) Hydrogen Sulfate	Pd(HSO4)2
Palladium (II) Hydroxide	Pd(OH)2
Palladium (II) Cyanide	Pd(CN)2
Palladium (II) Permanganate	Pd(MnO4)2
Palladium (II) Hydrogen Carbonate	Pd(HCO3)2
Palladium (II) Hypochlorite	Pd(ClO)2
Palladium (II) Chlorite	Pd(ClO2)2
Palladium (II) Chlorate	Pd(ClO3)2
Palladium (II) Perchlorate	Pd(ClO4)2
Palladium (II) Bromate	Pd(BrO3)2
Palladium (II) Iodate	Pd(IO3)2
Palladium (II) Periodate	Pd(IO4)2
Palladium (II) Acetate	Pd(C2H3O2)2
Palladium (II) Dihydrogen Phosphate	Pd(H2PO4)2
Palladium (II) Carbonate	PdCO3
Palladium (II) Sulfite	PdSO3
Palladium (II) Sulfate	PdSO4
Palladium (II) Thiosulfate	PdS2O3
Palladium (II) Peroxide	PdO2
Palladium (II) Chromate	PdCrO4
Palladium (II) Dichromate	PdCr2O7
Palladium (II) Hydrogen Phosphate	PdHPO4
Palladium (II) Phosphate	Pd3(PO4)2
Palladium (II) Arsenate	Pd3(AsO4)2
Palladium (II) Nitride	Pd3N2
Palladium (II) Phosphide	Pd3P2
Palladium (II) Arsenide	Pd3As2
Palladium (II) Oxide	PdO
Palladium (II) Sulfide	PdS
Palladium (II) Selenide	PdSe
Palladium (II) Telluride	PdTe
Palladium (II) Fluoride	PdF2
Palladium (II) Chloride	PdCl2
Palladium (II) Bromide	PdBr2
Palladium (II) Iodide	PdI2
Platinum (II) Nitrite	Pt(NO2)2
Platinum (II) Nitrate	Pt(NO3)2
Platinum (II) Hydrogen Sulfate	Pt(HSO4)2
Platinum (II) Hydroxide	Pt(OH)2
Platinum (II) Cyanide	Pt(CN)2
Platinum (II) Permanganate	Pt(MnO4)2
Platinum (II) Hydrogen Carbonate	Pt(HCO3)2
Platinum (II) Hypochlorite	Pt(ClO)2
Platinum (II) Chlorite	Pt(ClO2)2
Platinum (II) Chlorate	Pt(ClO3)2
Platinum (II) Perchlorate	Pt(ClO4)2
Platinum (II) Bromate	Pt(BrO3)2
Platinum (II) Iodate	Pt(IO3)2
Platinum (II) Periodate	Pt(IO4)2
Platinum (II) Acetate	Pt(C2H3O2)2
Platinum (II) Dihydrogen Phosphate	Pt(H2PO4)2
Platinum (II) Carbonate	PtCO3
Platinum (II) Sulfite	PtSO3
Platinum (II) Sulfate	PtSO4
Platinum (II) Thiosulfate	PtS2O3
Platinum (II) Peroxide	PtO2
Platinum (II) Chromate	PtCrO4
Platinum (II) Dichromate	PtCr2O7
Platinum (II) Hydrogen Phosphate	PtHPO4
Platinum (II) Phosphate	Pt3(PO4)2
Platinum (II) Arsenate	Pt3(AsO4)2
Platinum (II) Nitride	Pt3N2
Platinum (II) Phosphide	Pt3P2
Platinum (II) Arsenide	Pt3As2
Platinum (II) Oxide	PtO
Platinum (II) Sulfide	PtS
Platinum (II) Selenide	PtSe
Platinum (II) Telluride	PtTe
Platinum (II) Fluoride	PtF2
Platinum (II) Chloride	PtCl2
Platinum (II) Bromide	PtBr2
Platinum (II) Iodide	PtI2
Platinum (IV) Nitrite	Pt(NO2)4
Platinum (IV) Nitrate	Pt(NO3)4
Platinum (IV) Hydrogen Sulfate	Pt(HSO4)4
Platinum (IV) Hydroxide	Pt(OH)4
Platinum (IV) Cyanide	Pt(CN)4
Platinum (IV) Permanganate	Pt(MnO4)4
Platinum (IV) Hydrogen Carbonate	Pt(HCO3)4
Platinum (IV) Hypochlorite	Pt(ClO)4
Platinum (IV) Chlorite	Pt(ClO2)4
Platinum (IV) Chlorate	Pt(ClO3)4
Platinum (IV) Perchlorate	Pt(ClO4)4
Platinum (IV) Bromate	Pt(BrO3)4
Platinum (IV) Iodate	Pt(IO3)4
Platinum (IV) Periodate	Pt(IO4)4
Platinum (IV) Acetate	Pt(C2H3O2)4
Platinum (IV) Dihydrogen Phosphate	Pt(H2PO4)4
Platinum (IV) Carbonate	Pt(CO3)2
Platinum (IV) Sulfite	Pt(SO3)2
Platinum (IV) Sulfate	Pt(SO4)2
Platinum (IV) Thiosulfate	Pt(S2O3)2
Platinum (IV) Peroxide	Pt(O2)2
Platinum (IV) Chromate	Pt(CrO4)2
Platinum (IV) Dichromate	Pt(Cr2O7)2
Platinum (IV) Hydrogen Phosphate	Pt(HPO4)2
Platinum (IV) Phosphate	Pt3(PO4)4
Platinum (IV) Arsenate	Pt3(AsO4)4
Platinum (IV) Nitride	Pt3N4
Platinum (IV) Phosphide	Pt3P4
Platinum (IV) Arsenide	Pt3As4
Platinum (IV) Oxide	PtO2
Platinum (IV) Sulfide	PtS2
Platinum (IV) Selenide	PtSe2
Platinum (IV) Telluride	PtTe2
Platinum (IV) Fluoride	PtF4
Platinum (IV) Chloride	PtCl4
Platinum (IV) Bromide	PtBr4
Platinum (IV) Iodide	PtI4
Copper (I) Nitrite	CuNO2
Copper (I) Nitrate	CuNO3
Copper (I) Hydrogen Sulfate	CuHSO4
Copper (I) Hydroxide	CuOH
Copper (I) Cyanide	CuCN
Copper (I) Permanganate	CuMnO4
Copper (I) Hydrogen Carbonate	CuHCO3
Copper (I) Hypochlorite	CuClO
Copper (I) Chlorite	CuClO2
Copper (I) Chlorate	CuClO3
Copper (I) Perchlorate	CuClO4
Copper (I) Bromate	CuBrO3
Copper (I) Iodate	CuIO3
Copper (I) Periodate	CuIO4
Copper (I) Acetate	CuC2H3O2
Copper (I) Dihydrogen Phosphate	CuH2PO4
Copper (I) Carbonate	Cu2CO3
Copper (I) Sulfite	Cu2SO3
Copper (I) Sulfate	Cu2SO4
Copper (I) Thiosulfate	Cu2S2O3
Copper (I) Peroxide	Cu2O2
Copper (I) Chromate	Cu2CrO4
Copper (I) Dichromate	Cu2Cr2O7
Copper (I) Hydrogen Phosphate	Cu2HPO4
Copper (I) Phosphate	Cu3PO4
Copper (I) Arsenate	Cu3AsO4
Copper (I) Nitride	Cu3N
Copper (I) Phosphide	Cu3P
Copper (I) Arsenide	Cu3As
Copper (I) Oxide	Cu2O
Copper (I) Sulfide	Cu2S
Copper (I) Selenide	Cu2Se
Copper (I) Telluride	Cu2Te
Copper (I) Fluoride	CuF
Copper (I) Chloride	CuCl
Copper (I) Bromide	CuBr
Copper (I) Iodide	CuI
Copper (II) Nitrite	Cu(NO2)2
Copper (II) Nitrate	Cu(NO3)2
Copper (II) Hydrogen Sulfate	Cu(HSO4)2
Copper (II) Hydroxide	Cu(OH)2
Copper (II) Cyanide	Cu(CN)2
Copper (II) Permanganate	Cu(MnO4)2
Copper (II) Hydrogen Carbonate	Cu(HCO3)2
Copper (II) Hypochlorite	Cu(ClO)2
Copper (II) Chlorite	Cu(ClO2)2
Copper (II) Chlorate	Cu(ClO3)2
Copper (II) Perchlorate	Cu(ClO4)2
Copper (II) Bromate	Cu(BrO3)2
Copper (II) Iodate	Cu(IO3)2
Copper (II) Periodate	Cu(IO4)2
Copper (II) Acetate	Cu(C2H3O2)2
Copper (II) Dihydrogen Phosphate	Cu(H2PO4)2
Copper (II) Carbonate	CuCO3
Copper (II) Sulfite	CuSO3
Copper (II) Sulfate	CuSO4
Copper (II) Thiosulfate	CuS2O3
Copper (II) Peroxide	CuO2
Copper (II) Chromate	CuCrO4
Copper (II) Dichromate	CuCr2O7
Copper (II) Hydrogen Phosphate	CuHPO4
Copper (II) Phosphate	Cu3(PO4)2
Copper (II) Arsenate	Cu3(AsO4)2
Copper (II) Nitride	Cu3N2
Copper (II) Phosphide	Cu3P2
Copper (II) Arsenide	Cu3As2
Copper (II) Oxide	CuO
Copper (II) Sulfide	CuS
Copper (II) Selenide	CuSe
Copper (II) Telluride	CuTe
Copper (II) Fluoride	CuF2
Copper (II) Chloride	CuCl2
Copper (II) Bromide	CuBr2
Copper (II) Iodide	CuI2
Silver Nitrite	AgNO2
Silver Nitrate	AgNO3
Silver Hydrogen Sulfate	AgHSO4
Silver Hydroxide	AgOH
Silver Cyanide	AgCN
Silver Permanganate	AgMnO4
Silver Hydrogen Carbonate	AgHCO3
Silver Hypochlorite	AgClO
Silver Chlorite	AgClO2
Silver Chlorate	AgClO3
Silver Perchlorate	AgClO4
Silver Bromate	AgBrO3
Silver Iodate	AgIO3
Silver Periodate	AgIO4
Silver Acetate	AgC2H3O2
Silver Dihydrogen Phosphate	AgH2PO4
Silver Carbonate	Ag2CO3
Silver Sulfite	Ag2SO3
Silver Sulfate	Ag2SO4
Silver Thiosulfate	Ag2S2O3
Silver Peroxide	Ag2O2
Silver Chromate	Ag2CrO4
Silver Dichromate	Ag2Cr2O7
Silver Hydrogen Phosphate	Ag2HPO4
Silver Phosphate	Ag3PO4
Silver Arsenate	Ag3AsO4
Silver Nitride	Ag3N
Silver Phosphide	Ag3P
Silver Arsenide	Ag3As
Silver Oxide	Ag2O
Silver Sulfide	Ag2S
Silver Selenide	Ag2Se
Silver Telluride	Ag2Te
Silver Fluoride	AgF
Silver Chloride	AgCl
Silver Bromide	AgBr
Silver Iodide	AgI
Gold (I) Nitrite	AuNO2
Gold (I) Nitrate	AuNO3
Gold (I) Hydrogen Sulfate	AuHSO4
Gold (I) Hydroxide	AuOH
Gold (I) Cyanide	AuCN
Gold (I) Permanganate	AuMnO4
Gold (I) Hydrogen Carbonate	AuHCO3
Gold (I) Hypochlorite	AuClO
Gold (I) Chlorite	AuClO2
Gold (I) Chlorate	AuClO3
Gold (I) Perchlorate	AuClO4
Gold (I) Bromate	AuBrO3
Gold (I) Iodate	AuIO3
Gold (I) Periodate	AuIO4
Gold (I) Acetate	AuC2H3O2
Gold (I) Dihydrogen Phosphate	AuH2PO4
Gold (I) Carbonate	Au2CO3
Gold (I) Sulfite	Au2SO3
Gold (I) Sulfate	Au2SO4
Gold (I) Thiosulfate	Au2S2O3
Gold (I) Peroxide	Au2O2
Gold (I) Chromate	Au2CrO4
Gold (I) Dichromate	Au2Cr2O7
Gold (I) Hydrogen Phosphate	Au2HPO4
Gold (I) Phosphate	Au3PO4
Gold (I) Arsenate	Au3AsO4
Gold (I) Nitride	Au3N
Gold (I) Phosphide	Au3P
Gold (I) Arsenide	Au3As
Gold (I) Oxide	Au2O
Gold (I) Sulfide	Au2S
Gold (I) Selenide	Au2Se
Gold (I) Telluride	Au2Te
Gold (I) Fluoride	AuF
Gold (I) Chloride	AuCl
Gold (I) Bromide	AuBr
Gold (I) Iodide	AuI
Gold (III) Nitrite	Au(NO2)3
Gold (III) Nitrate	Au(NO3)3
Gold (III) Hydrogen Sulfate	Au(HSO4)3
Gold (III) Hydroxide	Au(OH)3
Gold (III) Cyanide	Au(CN)3
Gold (III) Permanganate	Au(MnO4)3
Gold (III) Hydrogen Carbonate	Au(HCO3)3
Gold (III) Hypochlorite	Au(ClO)3
Gold (III) Chlorite	Au(ClO2)3
Gold (III) Chlorate	Au(ClO3)3
Gold (III) Perchlorate	Au(ClO4)3
Gold (III) Bromate	Au(BrO3)3
Gold (III) Iodate	Au(IO3)3
Gold (III) Periodate	Au(IO4)3
Gold (III) Acetate	Au(C2H3O2)3
Gold (III) Dihydrogen Phosphate	Au(H2PO4)3
Gold (III) Carbonate	Au2(CO3)3
Gold (III) Sulfite	Au2(SO3)3
Gold (III) Sulfate	Au2(SO4)3
Gold (III) Thiosulfate	Au2(S2O3)3
Gold (III) Peroxide	Au2(O2)3
Gold (III) Chromate	Au2(CrO4)3
Gold (III) Dichromate	Au2(Cr2O7)3
Gold (III) Hydrogen Phosphate	Au2(HPO4)3
Gold (III) Phosphate	AuPO4
Gold (III) Arsenate	AuAsO4
Gold (III) Nitride	AuN
Gold (III) Phosphide	AuP
Gold (III) Arsenide	AuAs
Gold (III) Oxide	Au2O3
Gold (III) Sulfide	Au2S3
Gold (III) Selenide	Au2Se3
Gold (III) Telluride	Au2Te3
Gold (III) Fluoride	AuF3
Gold (III) Chloride	AuCl3
Gold (III) Bromide	AuBr3
Gold (III) Iodide	AuI3
Zinc Nitrite	Zn(NO2)2
Zinc Nitrate	Zn(NO3)2
Zinc Hydrogen Sulfate	Zn(HSO4)2
Zinc Hydroxide	Zn(OH)2
Zinc Cyanide	Zn(CN)2
Zinc Permanganate	Zn(MnO4)2
Zinc Hydrogen Carbonate	Zn(HCO3)2
Zinc Hypochlorite	Zn(ClO)2
Zinc Chlorite	Zn(ClO2)2
Zinc Chlorate	Zn(ClO3)2
Zinc Perchlorate	Zn(ClO4)2
Zinc Bromate	Zn(BrO3)2
Zinc Iodate	Zn(IO3)2
Zinc Periodate	Zn(IO4)2
Zinc Acetate	Zn(C2H3O2)2
Zinc Dihydrogen Phosphate	Zn(H2PO4)2
Zinc Carbonate	ZnCO3
Zinc Sulfite	ZnSO3
Zinc Sulfate	ZnSO4
Zinc Thiosulfate	ZnS2O3
Zinc Peroxide	ZnO2
Zinc Chromate	ZnCrO4
Zinc Dichromate	ZnCr2O7
Zinc Hydrogen Phosphate	ZnHPO4
Zinc Phosphate	Zn3(PO4)2
Zinc Arsenate	Zn3(AsO4)2
Zinc Nitride	Zn3N2
Zinc Phosphide	Zn3P2
Zinc Arsenide	Zn3As2
Zinc Oxide	ZnO
Zinc Sulfide	ZnS
Zinc Selenide	ZnSe
Zinc Telluride	ZnTe
Zinc Fluoride	ZnF2
Zinc Chloride	ZnCl2
Zinc Bromide	ZnBr2
Zinc Iodide	ZnI2
Cadmium Nitrite	Cd(NO2)2
Cadmium Nitrate	Cd(NO3)2
Cadmium Hydrogen Sulfate	Cd(HSO4)2
Cadmium Hydroxide	Cd(OH)2
Cadmium Cyanide	Cd(CN)2
Cadmium Permanganate	Cd(MnO4)2
Cadmium Hydrogen Carbonate	Cd(HCO3)2
Cadmium Hypochlorite	Cd(ClO)2
Cadmium Chlorite	Cd(ClO2)2
Cadmium Chlorate	Cd(ClO3)2
Cadmium Perchlorate	Cd(ClO4)2
Cadmium Bromate	Cd(BrO3)2
Cadmium Iodate	Cd(IO3)2
Cadmium Periodate	Cd(IO4)2
Cadmium Acetate	Cd(C2H3O2)2
Cadmium Dihydrogen Phosphate	Cd(H2PO4)2
Cadmium Carbonate	CdCO3
Cadmium Sulfite	CdSO3
Cadmium Sulfate	CdSO4
Cadmium Thiosulfate	CdS2O3
Cadmium Peroxide	CdO2
Cadmium Chromate	CdCrO4
Cadmium Dichromate	CdCr2O7
Cadmium Hydrogen Phosphate	CdHPO4
Cadmium Phosphate	Cd3(PO4)2
Cadmium Arsenate	Cd3(AsO4)2
Cadmium Nitride	Cd3N2
Cadmium Phosphide	Cd3P2
Cadmium Arsenide	Cd3As2
Cadmium Oxide	CdO
Cadmium Sulfide	CdS
Cadmium Selenide	CdSe
Cadmium Telluride	CdTe
Cadmium Fluoride	CdF2
Cadmium Chloride	CdCl2
Cadmium Bromide	CdBr2
Cadmium Iodide	CdI2
Mercury (I) Nitrite	Hg2(NO2)2
Mercury (I) Nitrate	Hg2(NO3)2
Mercury (I) Hydrogen Sulfate	Hg2(HSO4)2
Mercury (I) Hydroxide	Hg2(OH)2
Mercury (I) Cyanide	Hg2(CN)2
Mercury (I) Permanganate	Hg2(MnO4)2
Mercury (I) Hydrogen Carbonate	Hg2(HCO3)2
Mercury (I) Hypochlorite	Hg2(ClO)2
Mercury (I) Chlorite	Hg2(ClO2)2
